Frame number	647
First frame	1
Point frequency	50
Analog frequency	50

Time	Hip Center			Spine			Shoulder Center			Head			Left Shoulder			Left Elbow			Left Wrist			Left Hand			Right Shoulder			Right Elbow			Right Wrist			Right Hand			Left Hip			Left Knee			Left Ankle			Left Foot			Right Hip			Right Knee			Right Ankle			Right Foot			Left Knee Angle			Right Knee Angle			Left Foot Angle			Right Foot Angle			Left Elbow Angle			Right Elbow Angle			Left Shoulder Angle			Right Shoulder Angle		
s	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	m	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees	degrees
	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z	X	Y	Z
0	0.261432	0.401498	2.14292	0.284563	0.447444	2.20369	0.297124	0.784508	2.28461	0.213948	0.929926	2.33551	0.137493	0.6396	2.26594	0.10367	0.427498	2.2166	0.0622279	0.341944	2.03576	0.0143233	0.346321	1.90193	0.385026	0.656879	2.17749	0.502117	0.472488	2.1684	0.456392	0.264138	2.00421	0.445843	0.218792	1.95279	0.198513	0.335507	2.15118	0.194991	-0.0432794	1.9766	0.202921	-0.267855	1.87577	0.254298	-0.192174	1.85706	0.312515	0.350783	2.08764	0.276588	0.01263	1.86309	0.355034	-0.22417	1.8157	0.328179	-0.168755	1.88069	177.604	177.604	177.604	148.155	148.155	148.155	50.2579	50.2579	50.2579	36.3562	36.3562	36.3562	129.225	129.225	129.225	125.96	125.96	125.96	140.989	140.989	140.989	147.668	147.668	147.668
0.02	0.26027	0.398988	2.14212	0.28244	0.444356	2.20316	0.295483	0.779516	2.28396	0.210031	0.928663	2.34087	0.135876	0.635502	2.26313	0.101752	0.439492	2.17228	0.0431899	0.401161	1.94478	0.0169307	0.435566	1.87382	0.383788	0.651736	2.179	0.516792	0.476836	2.20764	0.486031	0.283051	2.04993	0.472964	0.232132	1.98972	0.197813	0.333981	2.14896	0.194233	0.00310438	2.03841	0.224264	-0.240483	1.94089	0.286244	-0.183742	1.86893	0.31264	0.347288	2.09037	0.278428	0.0602145	1.85009	0.343305	-0.179215	1.79621	0.305298	-0.179217	1.77123	172.139	172.139	172.139	146.374	146.374	146.374	80.261	80.261	80.261	84.4347	84.4347	84.4347	125.432	125.432	125.432	116.953	116.953	116.953	138.842	138.842	138.842	138.45	138.45	138.45
0.04	0.260185	0.3984	2.14195	0.281333	0.443435	2.2032	0.294556	0.777406	2.28381	0.217206	0.93309	2.33326	0.136157	0.635612	2.25863	0.0915688	0.441213	2.13369	0.0414007	0.481096	1.93046	0.0266062	0.531127	1.85601	0.387174	0.652217	2.18551	0.528134	0.489419	2.23667	0.513916	0.310483	2.09362	0.495363	0.256379	2.03019	0.198781	0.336073	2.14602	0.19812	0.02726	2.07703	0.251544	-0.211345	2.01305	0.298357	-0.175396	1.90301	0.315665	0.34705	2.09578	0.280843	0.0865648	1.84825	0.32461	-0.149143	1.77721	0.308461	-0.10445	1.76266	167.446	167.446	167.446	149.103	149.103	149.103	91.749	91.749	91.749	34.7665	34.7665	34.7665	113.347	113.347	113.347	112.947	112.947	112.947	138.566	138.566	138.566	134.18	134.18	134.18
0.06	0.261889	0.399868	2.14257	0.280807	0.444801	2.20432	0.294022	0.780469	2.28474	0.227651	0.944021	2.3197	0.142623	0.646378	2.24864	0.0818048	0.454316	2.11689	0.0518778	0.551542	1.93624	0.0463226	0.606912	1.87214	0.392654	0.660255	2.19402	0.534214	0.519124	2.26409	0.527251	0.328829	2.11727	0.511492	0.275833	2.05593	0.201983	0.341975	2.14274	0.202332	0.0539023	2.10717	0.268382	-0.187754	2.06248	0.298569	-0.167576	1.93475	0.320366	0.350023	2.10274	0.287318	0.106891	1.86137	0.313734	-0.131223	1.76851	0.316577	-0.073734	1.75876	164.645	164.645	164.645	153.926	153.926	153.926	94.7966	94.7966	94.7966	32.0886	32.0886	32.0886	98.0019	98.0019	98.0019	107.818	107.818	107.818	143.432	143.432	143.432	130.12	130.12	130.12
0.08	0.26494	0.403137	2.14336	0.281362	0.44854	2.20591	0.295443	0.792027	2.28774	0.230912	0.952318	2.31613	0.149893	0.656385	2.24053	0.0666749	0.497381	2.09056	0.0590472	0.610104	1.90089	0.0638097	0.645417	1.89816	0.399565	0.673502	2.20156	0.537269	0.531841	2.27547	0.535464	0.370647	2.14312	0.522194	0.306803	2.08273	0.206199	0.349347	2.13974	0.204022	0.0650448	2.11941	0.273448	-0.178554	2.07894	0.296139	-0.162566	1.95093	0.324418	0.35356	2.10769	0.290601	0.102447	1.87161	0.307658	-0.128893	1.76108	0.307448	-0.0710337	1.76209	163.019	163.019	163.019	159.977	159.977	159.977	94.8833	94.8833	94.8833	24.7843	24.7843	24.7843	102.478	102.478	102.478	106.922	106.922	106.922	148.464	148.464	148.464	130.766	130.766	130.766
0.1	0.268503	0.406916	2.1437	0.282749	0.452837	2.20702	0.297428	0.801175	2.28962	0.232229	0.957226	2.31469	0.155772	0.66346	2.2354	0.0660954	0.501729	2.12952	0.0710597	0.593807	1.96459	0.0739085	0.652026	1.91735	0.404226	0.682278	2.20555	0.538725	0.539572	2.28065	0.535393	0.392881	2.15035	0.518502	0.333792	2.08825	0.209974	0.355266	2.13742	0.205261	0.0729655	2.12346	0.269205	-0.171906	2.07085	0.292709	-0.158843	1.95731	0.32777	0.356889	2.11051	0.292728	0.0937824	1.88035	0.303815	-0.133657	1.75848	0.304057	-0.0663496	1.76838	162.166	162.166	162.166	164.657	164.657	164.657	98.1531	98.1531	98.1531	19.9901	19.9901	19.9901	93.0264	93.0264	93.0264	105.051	105.051	105.051	158.853	158.853	158.853	131.283	131.283	131.283
0.12	0.27181	0.410223	2.14354	0.284553	0.456507	2.2075	0.299177	0.806699	2.29058	0.232938	0.959966	2.31391	0.159477	0.667821	2.23288	0.0689904	0.493487	2.13431	0.0791211	0.59184	1.96803	0.081829	0.607198	1.93494	0.407886	0.687652	2.20716	0.539268	0.540529	2.25617	0.526142	0.405776	2.13433	0.503116	0.355418	2.06812	0.212689	0.359149	2.13574	0.203233	0.0723305	2.09653	0.239136	-0.174187	2.01416	0.273683	-0.153216	1.9246	0.33073	0.359772	2.11157	0.294369	0.0847258	1.88688	0.30153	-0.137393	1.75804	0.302425	-0.0734105	1.78387	165.56	165.56	165.56	168.231	168.231	168.231	97.6855	97.6855	97.6855	8.46269	8.46269	8.46269	87.7451	87.7451	87.7451	109.125	109.125	109.125	160.569	160.569	160.569	138.681	138.681	138.681
0.14	0.273586	0.411463	2.14306	0.285897	0.458063	2.20733	0.300865	0.809062	2.29076	0.233596	0.96122	2.31357	0.161832	0.670038	2.23211	0.0965974	0.468659	2.17187	0.0816792	0.484708	1.99089	0.0726418	0.500582	1.94013	0.411959	0.687545	2.20419	0.540562	0.525995	2.21334	0.505141	0.395998	2.07762	0.467295	0.33777	1.99227	0.213858	0.360652	2.13481	0.194002	0.0625373	2.05622	0.224567	-0.17765	1.97471	0.263692	-0.149999	1.8841	0.332602	0.359447	2.10819	0.295683	0.0774557	1.8909	0.299646	-0.144427	1.76146	0.310765	-0.0867431	1.80064	168.722	168.722	168.722	169.988	169.988	169.988	94.2482	94.2482	94.2482	10.6855	10.6855	10.6855	102.442	102.442	102.442	112.622	112.622	112.622	154.037	154.037	154.037	149.496	149.496	149.496
